Line#,Date,"Temperature (S-THB 20148981:20147576-1), *C, USDA-WS6","PAR (S-LIA 20148981:20140001-1), uE, USDA-WS6","RH (S-THB 20148981:20147576-2), %, USDA-WS6","Temperature (S-TMB 20148981:20130466-1), *C, USDA-WS6","Solar Radiation (S-LIB 20148981:20142891-1), W/m^2, USDA-WS6","Dew Point (S-THB 20148981:20147576-3), *C, USDA-WS6","Water Content (S-SMD 20148981:20152203-1), m^3/m^3, USDA-WS6","Rain (S-RGB 20148981:20148771-1), mm, USDA-WS6","Battery (RX3000 BATTERY 20148981:20148981-B), V, USDA-WS6"
917,04/27/18 02:30:00,20.65,86,99.6,21.58,43,20.61,0.4572,0.2,4.441
918,04/27/18 02:35:00,20.56,119,99.6,21.58,56,20.52,0.4579,0,4.403
919,04/27/18 02:40:00,20.63,61,99.9,21.56,31,20.64,0.4579,0,4.403
920,04/27/18 02:45:00,20.67,89,99.8,21.53,42,20.67,0.4579,0,4.4
921,04/27/18 02:50:00,20.65,99,99.9,21.56,44,20.66,0.4586,0.2,4.403
922,04/27/18 02:55:00,20.65,99,100,21.53,46,20.68,0.4593,0,4.435
923,04/27/18 03:00:00,20.58,166,99.9,21.53,78,20.59,0.4593,0,4.466
924,04/27/18 03:05:00,20.63,124,100,21.53,58,20.65,0.4593,0,4.466
925,04/27/18 03:10:00,20.58,99,99.9,21.51,46,20.59,0.4593,0.2,4.451
926,04/27/18 03:15:00,20.65,84,100,21.51,38,20.68,0.4586,0,4.444
927,04/27/18 03:20:00,20.65,44,100,21.51,19,20.68,0.4579,0,4.436
928,04/27/18 03:25:00,20.67,51,100,21.51,22,20.7,0.4586,0,4.432
929,04/27/18 03:30:00,20.58,69,99.9,21.49,29,20.59,0.4593,0.2,4.426
930,04/27/18 03:35:00,20.36,66,100,21.49,28,20.39,0.4593,0,4.423
931,04/27/18 03:40:00,20.25,44,100,21.46,19,20.27,0.4608,0.2,4.418
932,04/27/18 03:45:00,20.2,24,100,21.41,11,20.23,0.46,0,4.415
933,04/27/18 03:50:00,20.15,24,100,21.39,11,20.18,0.4593,0,4.412
934,04/27/18 03:55:00,20.17,21,100,21.37,9,20.2,0.46,0,4.408
935,04/27/18 04:00:00,20.17,19,100,21.37,9,20.2,0.4593,0.2,4.406
936,04/27/18 04:05:00,20.25,21,100,21.34,11,20.27,0.4593,0,4.402
937,04/27/18 04:10:00,20.25,21,100,21.32,11,20.27,0.4593,0,4.4
938,04/27/18 04:15:00,20.17,16,100,21.32,8,20.2,0.4586,0,4.398
939,04/27/18 04:20:00,20.08,14,100,21.29,7,20.11,0.4579,0,4.4
940,04/27/18 04:25:00,20.06,9,100,21.29,4,20.08,0.4579,0,4.405
941,04/27/18 04:30:00,20.06,6,100,21.27,3,20.08,0.4579,0,4.408
942,04/27/18 04:35:00,20.01,1,100,21.25,1,20.03,0.4572,0,4.406
943,04/27/18 04:40:00,19.98,1,100,21.22,1,20.01,0.4579,0,4.403
944,04/27/18 04:45:00,20.01,1,100,21.22,1,20.03,0.4586,0,4.398
945,04/27/18 04:50:00,20.01,1,100,21.2,1,20.03,0.4579,0.2,4.395
946,04/27/18 04:55:00,19.91,1,100,21.17,1,19.94,0.4593,0,4.394
947,04/27/18 05:00:00,19.94,1,100,21.17,1,19.96,0.4593,0,4.392
948,04/27/18 05:05:00,19.94,1,100,21.15,1,19.96,0.4593,0,4.391
949,04/27/18 05:10:00,19.86,1,100,21.15,1,19.89,0.4593,0,4.388
950,04/27/18 05:15:00,19.82,1,100,21.13,1,19.84,0.4593,0.2,4.386
951,04/27/18 05:20:00,19.72,1,100,21.1,1,19.75,0.4593,0,4.385
952,04/27/18 05:25:00,19.65,1,100,21.08,1,19.68,0.4593,0,4.383
953,04/27/18 05:30:00,19.6,1,100,21.06,1,19.63,0.4586,0,4.383
954,04/27/18 05:35:00,19.58,1,100,21.03,1,19.61,0.4579,0,4.382
955,04/27/18 05:40:00,19.6,1,100,21.03,1,19.63,0.4586,0,4.38
956,04/27/18 05:45:00,19.53,1,100,21.01,1,19.56,0.4579,0,4.379
957,04/27/18 05:50:00,19.56,1,100,20.98,1,19.58,0.4579,0,4.377
958,04/27/18 05:55:00,19.48,1,100,20.96,1,19.51,0.4586,0,4.376
959,04/27/18 06:00:00,19.46,1,100,20.94,1,19.49,0.4579,0,4.376
960,04/27/18 06:05:00,19.44,1,100,20.94,1,19.46,0.4579,0,4.374
961,04/27/18 06:10:00,19.41,1,100,20.91,1,19.44,0.4579,0,4.374
962,04/27/18 06:15:00,19.37,1,100,20.91,1,19.39,0.4572,0,4.373
963,04/27/18 06:20:00,19.39,1,100,20.91,1,19.41,0.4565,0,4.373
964,04/27/18 06:25:00,19.34,1,100,20.89,1,19.37,0.4565,0,4.367
965,04/27/18 06:30:00,19.34,1,100,20.86,1,19.37,0.4565,0,4.349
966,04/27/18 06:35:00,19.27,1,100,20.86,1,19.3,0.4543,0.2,4.331
967,04/27/18 06:40:00,19.25,1,100,20.84,1,19.27,0.4557,0,4.34
968,04/27/18 06:45:00,19.27,1,100,20.82,1,19.3,0.4557,0,4.343
969,04/27/18 06:50:00,19.27,1,100,20.79,1,19.3,0.4557,0,4.346
970,04/27/18 06:55:00,19.34,1,100,20.77,1,19.37,0.4557,0,4.349
971,04/27/18 07:00:00,19.34,1,100,20.75,1,19.37,0.4579,0,4.349
972,04/27/18 07:05:00,19.27,1,100,20.7,1,19.3,0.4579,0,4.35
973,04/27/18 07:10:00,19.1,1,99.7,20.67,1,19.08,0.4579,0,4.35
974,04/27/18 07:15:00,19.06,1,99.8,20.67,1,19.05,0.4579,0,4.352
975,04/27/18 07:20:00,19.03,1,99.8,20.65,1,19.03,0.4572,0,4.352
976,04/27/18 07:25:00,19.06,1,99.8,20.65,1,19.05,0.4565,0,4.352
977,04/27/18 07:30:00,19.01,1,99.8,20.65,1,19,0.4565,0,4.352
978,04/27/18 07:35:00,19.06,1,99.7,20.63,1,19.03,0.4565,0,4.352
979,04/27/18 07:40:00,19.08,1,99.4,20.6,1,19.01,0.4557,0,4.352
980,04/27/18 07:45:00,19.03,1,99.5,20.6,1,18.98,0.4557,0,4.352
981,04/27/18 07:50:00,18.96,1,99.4,20.6,1,18.89,0.4557,0,4.352
982,04/27/18 07:55:00,18.89,1,99.5,20.58,1,18.83,0.455,0,4.352
983,04/27/18 08:00:00,18.89,1,99.3,20.56,1,18.8,0.4543,0,4.352
984,04/27/18 08:05:00,18.89,1,99.1,20.53,1,18.77,0.4543,0,4.352
985,04/27/18 08:10:00,18.89,1,99,20.53,1,18.75,0.4543,0,4.352
986,04/27/18 08:15:00,18.84,1,98.9,20.53,1,18.69,0.4536,0,4.352
987,04/27/18 08:20:00,18.94,1,98.8,20.51,1,18.77,0.4536,0,4.352
988,04/27/18 08:25:00,19.03,1,98.2,20.48,1,18.77,0.4536,0,4.352
989,04/27/18 08:30:00,19.03,1,97.9,20.46,1,18.72,0.4536,0,4.35
990,04/27/18 08:35:00,19.08,1,97.6,20.44,1,18.72,0.4529,0,4.35
991,04/27/18 08:40:00,19.06,1,97.5,20.44,1,18.68,0.4529,0,4.35
992,04/27/18 08:45:00,19.01,1,97.5,20.44,1,18.63,0.4521,0,4.35
993,04/27/18 08:50:00,19.01,1,97.5,20.44,1,18.63,0.4521,0,4.35
994,04/27/18 08:55:00,19.1,1,97.5,20.41,1,18.72,0.4507,0,4.35
995,04/27/18 09:00:00,19.08,1,97.2,20.41,1,18.65,0.4514,0,4.35
996,04/27/18 09:05:00,19.08,1,97.6,20.41,1,18.72,0.4507,0,4.35
997,04/27/18 09:10:00,19.08,1,97.6,20.41,1,18.72,0.45,0,4.35
998,04/27/18 09:15:00,19.13,1,97.6,20.41,1,18.76,0.45,0,4.35
999,04/27/18 09:20:00,19.08,1,97.7,20.41,1,18.73,0.45,0,4.35
1000,04/27/18 09:25:00,19.1,1,97.8,20.44,1,18.77,0.45,0,4.35
1001,04/27/18 09:30:00,18.98,1,97.9,20.44,1,18.67,0.4486,0,4.349
1002,04/27/18 09:35:00,19.06,1,97.9,20.41,1,18.74,0.4486,0,4.349
1003,04/27/18 09:40:00,19.01,1,98,20.41,1,18.71,0.4493,0,4.349
1004,04/27/18 09:45:00,19.01,1,98.1,20.41,1,18.73,0.4486,0,4.349
1005,04/27/18 09:50:00,19.03,1,98.1,20.41,1,18.75,0.4486,0,4.349
1006,04/27/18 09:55:00,19.15,1,97.6,20.39,1,18.79,0.4486,0,4.349
1007,04/27/18 10:00:00,19.22,1,97.5,20.39,1,18.84,0.4486,0,4.347
1008,04/27/18 10:05:00,19.15,1,97.6,20.39,1,18.79,0.4478,0,4.347
1009,04/27/18 10:10:00,19.1,1,97.8,20.41,1,18.77,0.4478,0,4.347
1010,04/27/18 10:15:00,19.01,1,98,20.41,1,18.71,0.4478,0,4.347
1011,04/27/18 10:20:00,18.89,1,98.2,20.39,1,18.62,0.4478,0,4.347
1012,04/27/18 10:25:00,18.79,1,98.5,20.39,1,18.58,0.4486,0.2,4.343
1013,04/27/18 10:30:00,18.75,1,98.6,20.36,1,18.55,0.4493,0,4.322
1014,04/27/18 10:35:00,18.89,1,98.3,20.32,1,18.64,0.45,0,4.31
1015,04/27/18 10:40:00,18.82,1,98.4,20.32,1,18.58,0.4493,0,4.32
1016,04/27/18 10:45:00,18.75,1,98.5,20.32,1,18.53,0.4493,0,4.325
1017,04/27/18 10:50:00,18.79,1,98.7,20.32,1,18.61,0.4493,0,4.328
1018,04/27/18 10:55:00,18.75,1,98.7,20.29,1,18.56,0.4493,0,4.329
1019,04/27/18 11:00:00,18.79,1,98.7,20.29,1,18.61,0.4486,0,4.332
1020,04/27/18 11:05:00,18.77,1,98.5,20.29,1,18.55,0.4493,0,4.334
1021,04/27/18 11:10:00,18.77,1,98.5,20.29,1,18.55,0.4493,0,4.335
1022,04/27/18 11:15:00,18.89,1,98.5,20.27,1,18.67,0.4486,0,4.335
1023,04/27/18 11:20:00,18.87,1,98.2,20.27,1,18.6,0.4486,0,4.337
1024,04/27/18 11:25:00,18.87,1,98.1,20.27,1,18.58,0.4486,0,4.337
1025,04/27/18 11:30:00,18.94,1,97.9,20.27,1,18.62,0.4486,0,4.338
1026,04/27/18 11:35:00,18.96,1,97.7,20.27,1,18.61,0.4478,0,4.338
1027,04/27/18 11:40:00,19.13,1,97.1,20.25,1,18.68,0.4478,0,4.338
1028,04/27/18 11:45:00,19.08,1,97.1,20.25,1,18.63,0.4478,0,4.338
1029,04/27/18 11:50:00,19.03,1,97,20.25,1,18.57,0.4478,0,4.338
1030,04/27/18 11:55:00,19.01,1,96.9,20.25,1,18.53,0.4478,0,4.338
1031,04/27/18 12:00:00,19.06,1,97,20.25,1,18.59,0.4471,0,4.338
1032,04/27/18 12:05:00,19.06,1,97,20.25,1,18.59,0.4478,0,4.338
1033,04/27/18 12:10:00,19.08,1,96.8,20.27,1,18.58,0.4478,0,4.34
1034,04/27/18 12:15:00,19.06,1,96.8,20.25,1,18.56,0.4478,0,4.34
1035,04/27/18 12:20:00,19.01,1,96.9,20.25,1,18.53,0.4471,0,4.34
1036,04/27/18 12:25:00,18.91,1,97.2,20.25,1,18.48,0.4478,0,4.34
1037,04/27/18 12:30:00,18.89,1,97.4,20.25,1,18.49,0.4471,0,4.34
1038,04/27/18 12:35:00,18.89,1,97.5,20.25,1,18.51,0.4471,0,4.34
1039,04/27/18 12:40:00,18.91,1,97.5,20.25,1,18.53,0.4464,0,4.34
1040,04/27/18 12:45:00,18.94,1,97.6,20.25,1,18.57,0.4471,0,4.34
1041,04/27/18 12:50:00,19.03,1,97.5,20.25,1,18.65,0.4471,0,4.34
1042,04/27/18 12:55:00,19.1,1,97.3,20.25,1,18.69,0.4471,0,4.34
1043,04/27/18 13:00:00,19.1,1,97.1,20.25,1,18.66,0.4464,0,4.34
1044,04/27/18 13:05:00,19.06,1,97.1,20.25,1,18.61,0.4464,0,4.34
1045,04/27/18 13:10:00,19.01,1,97.1,20.25,1,18.56,0.4464,0,4.34
1046,04/27/18 13:15:00,19.15,1,96.5,20.22,1,18.61,0.4464,0,4.34
1047,04/27/18 13:20:00,19.22,1,95.5,20.2,1,18.51,0.4464,0,4.34
1048,04/27/18 13:25:00,19.13,1,95.7,20.17,1,18.45,0.4464,0,4.338
1049,04/27/18 13:30:00,18.98,1,96.4,20.17,1,18.42,0.4464,0,4.338
1050,04/27/18 13:35:00,19.01,1,96.4,20.17,1,18.45,0.4464,0,4.338
1051,04/27/18 13:40:00,18.87,1,96.9,20.17,1,18.39,0.4457,0,4.34
1052,04/27/18 13:45:00,18.91,1,97.3,20.17,1,18.5,0.4464,0,4.34
1053,04/27/18 13:50:00,18.94,1,97.5,20.17,1,18.56,0.4457,0,4.34
1054,04/27/18 13:55:00,18.94,1,97.4,20.17,1,18.54,0.4464,0,4.338
1055,04/27/18 14:00:00,19.03,1,97.3,20.15,1,18.62,0.4457,0,4.34
1056,04/27/18 14:05:00,19.01,1,97.3,20.15,1,18.6,0.4457,0,4.338
1057,04/27/18 14:10:00,19.01,1,97.2,20.17,1,18.58,0.4457,0,4.338
1058,04/27/18 14:15:00,19.1,1,97.3,20.15,1,18.69,0.4457,0,4.338
1059,04/27/18 14:20:00,19.17,1,97.1,20.17,1,18.73,0.4457,0,4.338
1060,04/27/18 14:25:00,19.1,1,97,20.17,1,18.64,0.4457,0,4.335
1061,04/27/18 14:30:00,19.08,1,97.1,20.17,1,18.63,0.4457,0,4.314
1062,04/27/18 14:35:00,19.1,1,97.1,20.17,1,18.66,0.4451,0,4.302
1063,04/27/18 14:40:00,19.17,1,96.8,20.17,1,18.68,0.4457,0,4.313
1064,04/27/18 14:45:00,19.27,1,96.5,20.17,1,18.72,0.4457,0,4.317
1065,04/27/18 14:50:00,19.32,1,96.2,20.17,1,18.72,0.4457,0,4.32
1066,04/27/18 14:55:00,19.29,1,96,20.17,1,18.66,0.4451,0,4.323
1067,04/27/18 15:00:00,19.22,1,96,20.17,1,18.59,0.4451,0,4.325
1068,04/27/18 15:05:00,19.22,1,96.1,20.17,1,18.61,0.4457,0,4.328
1069,04/27/18 15:10:00,19.25,1,96,20.17,1,18.62,0.4451,0,4.328
1070,04/27/18 15:15:00,19.22,1,96,20.17,1,18.59,0.4457,0,4.329
1071,04/27/18 15:20:00,19.17,1,96.2,20.15,1,18.58,0.4451,0,4.329
1072,04/27/18 15:25:00,19.25,1,96,20.15,1,18.62,0.4451,0,4.331
1073,04/27/18 15:30:00,19.15,1,96,20.15,1,18.52,0.4451,0,4.332
1074,04/27/18 15:35:00,19.13,1,95.8,20.13,1,18.47,0.4451,0,4.332
1075,04/27/18 15:40:00,19.1,1,95.9,20.13,1,18.46,0.4451,0,4.332
1076,04/27/18 15:45:00,19.13,1,96,20.1,1,18.5,0.4451,0,4.332
1077,04/27/18 15:50:00,19.08,1,96,20.1,1,18.45,0.4444,0,4.334
1078,04/27/18 15:55:00,19.08,4,96,20.1,2,18.45,0.4451,0,4.334
1079,04/27/18 16:00:00,19.1,6,96,20.1,3,18.47,0.4451,0,4.334
1080,04/27/18 16:05:00,19.2,4,95.7,20.1,3,18.52,0.4444,0,4.337
1081,04/27/18 16:10:00,19.22,11,95.7,20.1,7,18.54,0.4444,0,4.338
1082,04/27/18 16:15:00,19.29,16,95.7,20.1,8,18.61,0.4444,0,4.341
1083,04/27/18 16:20:00,19.27,21,96,20.13,13,18.64,0.4444,0,4.347
1084,04/27/18 16:25:00,19.27,29,96.2,20.13,16,18.67,0.4444,0,4.355
1085,04/27/18 16:30:00,19.37,29,96.8,20.15,16,18.87,0.4444,0,4.367
1086,04/27/18 16:35:00,19.27,31,96.9,20.17,17,18.79,0.4444,0,4.377
1087,04/27/18 16:40:00,19.29,46,97,20.17,23,18.83,0.4444,0,4.391
1088,04/27/18 16:45:00,19.32,54,97.2,20.2,27,18.89,0.4437,0,4.408
1089,04/27/18 16:50:00,19.34,69,97.5,20.2,34,18.96,0.4444,0,4.424
1090,04/27/18 16:55:00,19.39,74,97.6,20.2,38,19.02,0.4444,0,4.447
1091,04/27/18 17:00:00,19.39,84,97.8,20.22,44,19.06,0.4444,0,4.451
1092,04/27/18 17:05:00,19.48,146,98.1,20.22,74,19.2,0.4444,0,4.441
1093,04/27/18 17:10:00,19.67,179,98.2,20.25,88,19.41,0.4444,0,4.433
1094,04/27/18 17:15:00,19.84,199,97.9,20.27,92,19.53,0.4437,0,4.426
1095,04/27/18 17:20:00,20.08,151,97.9,20.29,72,19.76,0.4444,0,4.42
1096,04/27/18 17:25:00,20.08,159,97.7,20.32,76,19.73,0.4444,0,4.414
1097,04/27/18 17:30:00,20.2,171,97.5,20.34,79,19.82,0.4437,0,4.409
1098,04/27/18 17:35:00,20.36,231,97,20.36,106,19.9,0.4437,0,4.403
1099,04/27/18 17:40:00,20.7,299,96.5,20.39,138,20.15,0.4437,0,4.398
1100,04/27/18 17:45:00,20.89,364,96.3,20.41,167,20.3,0.4437,0,4.426
1101,04/27/18 17:50:00,21.15,299,95.9,20.46,139,20.5,0.4437,0,4.466
1102,04/27/18 17:55:00,21.29,201,95.3,20.48,101,20.54,0.4437,0,4.472
1103,04/27/18 18:00:00,21.49,226,95,20.51,112,20.68,0.443,0,4.459
1104,04/27/18 18:05:00,21.34,311,94.4,20.56,154,20.43,0.4437,0,4.45
1105,04/27/18 18:10:00,21.58,246,94.1,20.58,119,20.62,0.4437,0,4.441
1106,04/27/18 18:15:00,21.7,291,94.2,20.6,137,20.75,0.443,0,4.435
1107,04/27/18 18:20:00,21.75,306,94.3,20.65,144,20.82,0.4437,0,4.429
1108,04/27/18 18:25:00,21.77,279,94.2,20.67,133,20.82,0.4437,0,4.421
1109,04/27/18 18:30:00,21.77,331,94.4,20.72,153,20.86,0.443,0,4.394
1110,04/27/18 18:35:00,22.03,439,94.3,20.75,201,21.1,0.443,0,4.426
1111,04/27/18 18:40:00,22.15,426,94.4,20.77,196,21.24,0.443,0,4.474
1112,04/27/18 18:45:00,22.01,219,94.4,20.82,107,21.1,0.4423,0,4.475
1113,04/27/18 18:50:00,21.84,241,94.8,20.86,116,21,0.443,0,4.462
1114,04/27/18 18:55:00,21.87,306,95.2,20.89,152,21.09,0.443,0,4.45
1115,04/27/18 19:00:00,21.99,566,94.9,20.91,276,21.16,0.443,0,4.444
1116,04/27/18 19:05:00,22.97,1061,94.7,20.94,501,22.1,0.443,0,4.436
1117,04/27/18 19:10:00,23.33,684,93.5,20.98,318,22.25,0.443,0,4.43
1118,04/27/18 19:15:00,23.59,646,93.1,21.06,296,22.44,0.4423,0,4.424
1119,04/27/18 19:20:00,23.38,714,92.4,21.13,322,22.1,0.443,0,4.42
1120,04/27/18 19:25:00,23.83,991,91.5,21.17,453,22.39,0.4423,0,4.414
1121,04/27/18 19:30:00,24.41,1031,90.4,21.25,486,22.77,0.4423,0,4.409
1122,04/27/18 19:35:00,23.95,744,89,21.34,349,22.06,0.4423,0,4.406
1123,04/27/18 19:40:00,23.88,901,89.5,21.39,429,22.08,0.4423,0,4.402
1124,04/27/18 19:45:00,24.12,846,88.5,21.44,401,22.13,0.4423,0,4.405
1125,04/27/18 19:50:00,24,914,88.1,21.51,434,21.94,0.4423,0,4.447
1126,04/27/18 19:55:00,24.44,1201,88.1,21.53,577,22.37,0.4416,0,4.478
1127,04/27/18 20:00:00,24.75,794,87.3,21.58,378,22.52,0.4423,0,4.469
1128,04/27/18 20:05:00,24.44,614,86.8,21.65,299,22.12,0.4423,0,4.456
1129,04/27/18 20:10:00,24.27,546,88.4,21.68,266,22.26,0.4423,0,4.445
1130,04/27/18 20:15:00,23.95,486,88.3,21.7,239,21.93,0.4423,0,4.438
1131,04/27/18 20:20:00,23.79,386,89.1,21.7,194,21.91,0.4416,0,4.43
1132,04/27/18 20:25:00,23.59,334,89.5,21.7,178,21.79,0.4416,0,4.424
1133,04/27/18 20:30:00,23.64,721,89.6,21.72,351,21.86,0.4416,0,4.418
1134,04/27/18 20:35:00,24.12,776,89.5,21.72,373,22.32,0.4416,0,4.414
1135,04/27/18 20:40:00,24.46,904,89.1,21.75,429,22.58,0.4423,0,4.409
1136,04/27/18 20:45:00,24.87,1394,87.3,21.8,678,22.64,0.4423,0,4.405
1137,04/27/18 20:50:00,25.36,1059,83.8,21.87,511,22.44,0.4416,0,4.402
1138,04/27/18 20:55:00,25.31,951,84.5,21.91,471,22.53,0.4416,0,4.405
1139,04/27/18 21:00:00,24.87,676,84.5,21.96,332,22.11,0.4416,0,4.438
1140,04/27/18 21:05:00,24.53,596,84.9,21.96,298,21.85,0.4416,0,4.478
1141,04/27/18 21:10:00,24.46,581,85.2,21.94,287,21.84,0.4416,0,4.472
1142,04/27/18 21:15:00,24.05,451,85.1,21.91,228,21.42,0.4408,0,4.456
1143,04/27/18 21:20:00,24.03,614,86.8,21.87,303,21.72,0.4416,0,4.444
1144,04/27/18 21:25:00,24.39,861,85.7,21.89,417,21.86,0.4416,0,4.436
1145,04/27/18 21:30:00,24.97,956,84.4,21.91,456,22.18,0.4416,0,4.429
1146,04/27/18 21:35:00,25.06,831,83.1,21.91,396,22.02,0.4408,0,4.423
1147,04/27/18 21:40:00,25.19,939,83.5,21.94,448,22.22,0.4408,0,4.417
1148,04/27/18 21:45:00,25.06,861,82.4,21.99,411,21.88,0.4408,0,4.412
1149,04/27/18 21:50:00,24.97,1106,82.6,22.01,536,21.83,0.4408,0,4.408
1150,04/27/18 21:55:00,25.21,1084,82,22.03,519,21.94,0.4408,0,4.405
1151,04/27/18 22:00:00,25.31,1436,80.4,22.11,688,21.72,0.4408,0,4.4
1152,04/27/18 22:05:00,25.5,1021,80.5,22.11,486,21.93,0.4408,0,4.414
1153,04/27/18 22:10:00,24.94,806,80.4,22.08,391,21.36,0.4408,0,4.457
1154,04/27/18 22:15:00,24.7,799,79.4,22.03,398,20.92,0.4401,0,4.477
1155,04/27/18 22:20:00,24.8,461,80.9,21.99,224,21.32,0.4394,0,4.463
1156,04/27/18 22:25:00,24.12,349,81.2,21.94,173,20.72,0.4401,0,4.441
1157,04/27/18 22:30:00,24.22,824,81.6,21.89,404,20.9,0.4401,0,4.414
1158,04/27/18 22:35:00,25.09,1489,79.6,21.89,736,21.34,0.4408,0,4.402
1159,04/27/18 22:40:00,25.31,1091,77.7,21.96,532,21.16,0.4401,0,4.447
1160,04/27/18 22:45:00,25.48,756,78.5,21.96,369,21.49,0.4408,0,4.483
1161,04/27/18 22:50:00,25.16,976,79.8,21.96,469,21.45,0.4401,0,4.472
1162,04/27/18 22:55:00,25.26,1026,78,21.99,491,21.17,0.4401,0,4.454
1163,04/27/18 23:00:00,25.28,866,78.6,22.01,413,21.32,0.4401,0,4.445
1164,04/27/18 23:05:00,25.5,921,79,22.01,439,21.62,0.4394,0,4.436
1165,04/27/18 23:10:00,25.55,979,77.7,22.03,469,21.39,0.4401,0,4.427
1166,04/27/18 23:15:00,25.7,931,78.7,22.08,443,21.74,0.4401,0,4.423
1167,04/27/18 23:20:00,25.55,894,78.1,22.11,426,21.48,0.4401,0,4.417
1168,04/27/18 23:25:00,25.91,949,79.2,22.13,453,22.06,0.4401,0,4.414
1169,04/27/18 23:30:00,25.82,1109,77.6,22.15,528,21.63,0.4394,0,4.408
1170,04/27/18 23:35:00,26.08,1091,78.1,22.18,518,22,0.4401,0,4.405
1171,04/27/18 23:40:00,25.43,914,75.7,22.2,433,20.85,0.4394,0,4.4
1172,04/27/18 23:45:00,25.5,654,75.8,22.15,313,20.94,0.4394,0,4.414
1173,04/27/18 23:50:00,25.19,684,78.9,22.13,326,21.29,0.4394,0,4.454
1174,04/27/18 23:55:00,25.43,949,78.2,22.11,451,21.38,0.4387,0,4.472
1175,04/28/18 00:00:00,25.96,1536,75.8,22.11,731,21.39,0.4394,0,4.453
1176,04/28/18 00:05:00,26.4,1124,72.8,22.15,531,21.15,0.4387,0,4.439
1177,04/28/18 00:10:00,26.04,916,74.3,22.13,436,21.13,0.4394,0,4.432
1178,04/28/18 00:15:00,25.94,1016,74.9,22.13,481,21.17,0.4387,0,4.424
1179,04/28/18 00:20:00,26.3,1121,74.8,22.13,528,21.5,0.4394,0,4.42
1180,04/28/18 00:25:00,26.72,1121,73.5,22.15,524,21.61,0.4387,0,4.414
1181,04/28/18 00:30:00,26.11,1206,71.9,22.2,568,20.67,0.4387,0,4.409
1182,04/28/18 00:35:00,26.4,1236,72.3,22.23,573,21.04,0.4387,0,4.405
1183,04/28/18 00:40:00,26.08,801,72.1,22.15,372,20.69,0.4387,0,4.402
1184,04/28/18 00:45:00,26.18,826,72.7,22.11,387,20.92,0.4387,0,4.414
1185,04/28/18 00:50:00,26.23,866,72.7,22.11,408,20.97,0.4387,0,4.448
1186,04/28/18 00:55:00,26.13,904,69.5,22.11,426,20.14,0.4387,0,4.472
1187,04/28/18 01:00:00,26.18,1009,70.1,22.08,473,20.33,0.4387,0,4.451
1188,04/28/18 01:05:00,26.43,744,68.6,22.13,356,20.21,0.4387,0,4.441
1189,04/28/18 01:10:00,26.35,771,69.2,22.15,368,20.28,0.4387,0,4.432
1190,04/28/18 01:15:00,26.28,724,68.8,22.18,344,20.12,0.438,0,4.426
1191,04/28/18 01:20:00,25.94,671,70.2,22.11,318,20.12,0.438,0,4.418
1192,04/28/18 01:25:00,25.62,584,70.8,22.03,277,19.95,0.438,0,4.414
1193,04/28/18 01:30:00,25.48,544,72.4,21.99,257,20.17,0.4373,0,4.409
1194,04/28/18 01:35:00,25.21,649,75.4,21.96,307,20.57,0.438,0,4.405
1195,04/28/18 01:40:00,25.14,656,76.6,21.94,309,20.76,0.438,0,4.4
1196,04/28/18 01:45:00,25.04,619,77.5,21.91,289,20.86,0.438,0,4.405
1197,04/28/18 01:50:00,25.19,564,77.8,21.91,264,21.06,0.438,0,4.448
1198,04/28/18 01:55:00,25.09,506,77.5,21.91,237,20.9,0.4373,0,4.471
1199,04/28/18 02:00:00,25.02,459,79.5,21.91,216,21.25,0.438,0,4.454
1200,04/28/18 02:05:00,24.92,406,78,21.91,191,20.84,0.438,0,4.441
1201,04/28/18 02:10:00,24.75,421,78,21.91,199,20.68,0.438,0,4.433
1202,04/28/18 02:15:00,24.87,394,78.9,21.89,186,20.98,0.438,0,4.426
1203,04/28/18 02:20:00,24.73,399,78.6,21.87,188,20.78,0.4373,0,4.42
1204,04/28/18 02:25:00,24.68,374,78.8,21.87,177,20.78,0.438,0,4.409
1205,04/28/18 02:30:00,24.75,371,79.9,21.84,176,21.07,0.438,0,4.403
1206,04/28/18 02:35:00,24.6,334,80.3,21.87,158,21.01,0.4373,0,4.444
1207,04/28/18 02:40:00,24.53,299,80.4,21.87,142,20.96,0.438,0,4.483
1208,04/28/18 02:45:00,24.36,279,81,21.87,133,20.92,0.4373,0,4.468
1209,04/28/18 02:50:00,24.32,264,80.3,21.87,126,20.73,0.4373,0,4.45
1210,04/28/18 02:55:00,24.24,236,80.9,21.84,112,20.78,0.438,0,4.442
1211,04/28/18 03:00:00,24.07,201,81.6,21.84,97,20.76,0.4373,0,4.433
1212,04/28/18 03:05:00,24.03,171,80.9,21.84,83,20.57,0.4373,0,4.427
1213,04/28/18 03:10:00,23.88,164,82.6,21.84,79,20.77,0.4373,0,4.421
1214,04/28/18 03:15:00,23.88,159,82.6,21.82,78,20.77,0.4373,0,4.417
1215,04/28/18 03:20:00,23.88,161,81,21.8,78,20.45,0.4367,0,4.412
1216,04/28/18 03:25:00,23.79,139,82,21.8,68,20.55,0.4373,0,4.409
1217,04/28/18 03:30:00,23.62,109,82.6,21.77,53,20.51,0.4373,0,4.406
1218,04/28/18 03:35:00,23.57,104,82.3,21.77,51,20.4,0.4367,0,4.403
